time_s,cylinder_AU,cone_s2_AU,cone_s05_AU
284.419,-0.023279524214103654,0.0030586236193712833,0.0015293118096856417
284.449,-0.023041631265930316,0.0028887000849617673,0.001359388275276126
284.478,-0.040611724723874254,0.002548853016142736,0.001359388275276126
284.508,-0.040611724723874254,0.0023789294817332203,0.001359388275276126
284.538,-0.040611724723874254,0.0023789294817332203,0.0011894647408666101
284.567,-0.040611724723874254,0.0023789294817332203,0.0010195412064570944
284.597,0.005097706032285472,0.0023789294817332203,0.0010195412064570944
284.627,-0.019201359388275278,0.0020390824129141887,0.0010195412064570944
284.656,-0.019201359388275278,0.0020390824129141887,0.0010195412064570944
284.686,0.004927782497875956,0.0020390824129141887,0.0008496176720475786
284.715,0.0047578589634664405,0.0018691588785046728,0.0008496176720475786
284.745,0.004587935429056925,0.0018691588785046728,0.000679694137638063
284.775,0.004587935429056925,0.0018691588785046728,0.000679694137638063
284.804,0.004418011894647409,0.0015293118096856417,0.0005097706032285472
284.834,-0.021379470147524515,0.0015293118096856417,0.0005097706032285472
284.864,-0.020754945988590845,0.0015293118096856417,0.0003398470688190315
284.893,-0.01949872557349193,0.0015293118096856417,0.0003398470688190315
284.923,0.004248088360237893,0.001359388275276126,0.0003398470688190315
284.953,0.004248088360237893,0.0011894647408666101,0.0003398470688190315
284.982,-0.011214953271028038,0.0011894647408666101,0.0003398470688190315
285.012,-0.011214953271028038,0.0011894647408666101,0.0003398470688190315
285.041,0.0040781648258283775,0.0011894647408666101,0.0003398470688190315
285.071,0.0040781648258283775,0.0011894647408666101,0.0003398470688190315
285.101,-0.02064570943075616,0.0011894647408666101,0.00016992353440951574
285.13,-0.020803495569850696,0.0011894647408666101,0.00016992353440951574
285.16,-0.022429906542056077,0.0010195412064570944,0.00016992353440951574
285.19,0.0037383177570093455,0.0010195412064570944,0.0
285.219,0.0037383177570093455,0.0010195412064570944,0.0
285.249,0.00356839422259983,0.0010195412064570944,0.0
285.279,0.00356839422259983,,0.0
285.308,-0.020220900594732374,0.000679694137638063,0.0
285.338,-0.019371282922684793,0.000679694137638063,0.0
285.368,-0.019201359388275278,0.000679694137638063,0.0
285.397,0.0033984706881903144,0.000679694137638063,0.0
285.427,0.0033984706881903144,0.000679694137638063,0.0
285.456,-0.019167374681393366,0.000679694137638063,0.0
285.486,-0.019167374681393366,0.000679694137638063,0.0
285.516,-0.019167374681393366,0.000679694137638063,0.0
285.545,0.003228547153780799,0.000679694137638063,0.0
285.575,0.003228547153780799,0.000679694137638063,0.0
285.605,-0.02192013593882753,0.000679694137638063,0.0
285.634,-0.021750212404418014,0.000679694137638063,0.0
285.664,0.0030586236193712833,0.000679694137638063,-0.00016992353440951574
285.694,0.0030586236193712833,0.000679694137638063,-0.00016992353440951574
285.723,0.0030586236193712833,,-0.00016992353440951574
285.753,0.0030586236193712833,,-0.00016992353440951574
285.782,0.0030586236193712833,,-0.00016992353440951574
285.812,0.0028887000849617673,,-0.00016992353440951574
285.842,0.0028887000849617673,,-0.00016992353440951574
285.871,0.0028887000849617673,,-0.00016992353440951574
285.901,0.002718776550552252,,-0.00016992353440951574
285.931,0.002718776550552252,,-0.0003398470688190315
285.96,0.002718776550552252,,-0.0003398470688190315
285.99,0.002548853016142736,,-0.0003398470688190315
286.02,0.002548853016142736,,-0.0003398470688190315
286.049,0.002548853016142736,,-0.0003398470688190315
286.079,0.0023789294817332203,,-0.0003398470688190315
286.108,0.0023789294817332203,,-0.0003398470688190315
286.138,0.0023789294817332203,,-0.0003398470688190315
286.168,0.0023789294817332203,,-0.0003398470688190315
286.197,0.0023789294817332203,,-0.0003398470688190315
286.227,0.0023789294817332203,,-0.0003398470688190315
286.257,0.0023789294817332203,,-0.0003398470688190315
286.286,-0.06236193712829227,,-0.0003398470688190315
286.316,0.0023789294817332203,,-0.0003398470688190315
286.346,0.0023789294817332203,,-0.0003398470688190315
286.375,0.0022090059473237043,,-0.0003398470688190315
286.405,0.0022090059473237043,,-0.0003398470688190315
286.434,0.0022090059473237043,,-0.0003398470688190315
286.464,0.0020390824129141887,,-0.0003398470688190315
286.494,0.0020390824129141887,,-0.0003398470688190315
286.523,0.0020390824129141887,,-0.0003398470688190315
286.553,0.0020390824129141887,,-0.0003398470688190315
286.583,0.0020390824129141887,,-0.0003398470688190315
286.612,0.0020390824129141887,,-0.0003398470688190315
286.642,0.0020390824129141887,,-0.0003398470688190315
286.672,0.0020390824129141887,,-0.0003398470688190315
286.701,0.0020390824129141887,,-0.0003398470688190315
286.731,0.0020390824129141887,0.0003398470688190315,-0.0003398470688190315
286.761,0.0020390824129141887,0.0003398470688190315,-0.0005097706032285472
286.79,0.0020390824129141887,0.0003398470688190315,-0.0005097706032285472
286.82,0.0020390824129141887,,-0.0005097706032285472
286.849,0.0018691588785046728,,-0.0005097706032285472
286.879,0.0018691588785046728,,-0.0005097706032285472
286.909,0.0018691588785046728,,-0.0005097706032285472
286.938,0.0018691588785046728,,-0.0005097706032285472
286.968,0.0016992353440951572,0.0003398470688190315,-0.0005097706032285472
286.998,0.0016992353440951572,0.0003398470688190315,-0.0005097706032285472
287.027,0.0016992353440951572,,-0.000679694137638063
287.057,0.0016992353440951572,0.0003398470688190315,-0.000679694137638063
287.087,0.0015293118096856417,0.0003398470688190315,-0.000679694137638063
287.116,0.0015293118096856417,0.0003398470688190315,-0.000679694137638063
287.146,0.0015293118096856417,0.0003398470688190315,-0.000679694137638063
287.175,0.0015293118096856417,0.0003398470688190315,-0.000679694137638063
287.205,0.001359388275276126,0.0003398470688190315,-0.000679694137638063
287.235,0.001359388275276126,0.0003398470688190315,-0.000679694137638063
287.264,0.001359388275276126,,-0.000679694137638063
287.294,0.001359388275276126,,-0.000679694137638063
287.324,0.001359388275276126,,-0.000679694137638063
287.353,0.001359388275276126,,-0.000679694137638063
287.383,0.001359388275276126,,-0.000679694137638063
287.413,0.001359388275276126,,-0.000679694137638063
287.442,0.001359388275276126,,-0.000679694137638063
287.472,-0.010025488530161428,,-0.000679694137638063
287.501,-0.010195412064570943,,-0.000679694137638063
287.531,-0.010025488530161428,,-0.000679694137638063
287.561,0.001359388275276126,,-0.000679694137638063
287.59,0.001359388275276126,,-0.000679694137638063
287.62,0.001359388275276126,,-0.000679694137638063
287.65,0.001359388275276126,,-0.000679694137638063
287.679,0.0011894647408666101,,-0.000679694137638063
287.709,0.0011894647408666101,,-0.000679694137638063
287.739,0.0011894647408666101,,-0.000679694137638063
287.768,0.0011894647408666101,,-0.000679694137638063
287.798,0.0011894647408666101,,-0.000679694137638063
287.828,0.0011894647408666101,,-0.000679694137638063
287.857,0.0010195412064570944,,-0.000679694137638063
287.887,0.0010195412064570944,,-0.000679694137638063
287.916,0.0010195412064570944,,-0.000679694137638063
287.946,0.0010195412064570944,,-0.000679694137638063
287.976,0.0010195412064570944,,-0.000679694137638063
288.005,0.0010195412064570944,,-0.000679694137638063
288.035,0.0010195412064570944,,-0.000679694137638063
288.065,0.0010195412064570944,,-0.000679694137638063
288.094,0.0010195412064570944,,-0.000679694137638063
288.124,0.0010195412064570944,,-0.000679694137638063
288.154,0.0010195412064570944,,-0.000679694137638063
288.183,0.0010195412064570944,,-0.000679694137638063
288.213,0.0010195412064570944,0.0003398470688190315,-0.000679694137638063
288.242,0.0010195412064570944,,-0.000679694137638063
288.272,0.0010195412064570944,,-0.000679694137638063
288.302,0.0010195412064570944,,-0.000679694137638063
288.331,0.0010195412064570944,,-0.000679694137638063
288.361,0.0008496176720475786,,-0.000679694137638063
288.391,0.0008496176720475786,,-0.000679694137638063
288.42,0.0008496176720475786,,-0.000679694137638063
288.45,0.0008496176720475786,,-0.000679694137638063
288.48,0.0010195412064570944,,-0.000679694137638063
288.509,0.0008496176720475786,,-0.000679694137638063
288.539,0.0008496176720475786,,-0.000679694137638063
288.568,0.0008496176720475786,,-0.000679694137638063
288.598,0.0008496176720475786,,-0.000679694137638063
288.628,0.0008496176720475786,,-0.000679694137638063
288.657,0.0008496176720475786,,-0.000679694137638063
288.687,0.0008496176720475786,,-0.000679694137638063
288.717,0.0008496176720475786,,-0.000679694137638063
288.746,0.0008496176720475786,,-0.000679694137638063
288.776,0.000679694137638063,,-0.000679694137638063
288.806,0.000679694137638063,,-0.000679694137638063
288.835,0.000679694137638063,,-0.000679694137638063
288.865,0.000679694137638063,,-0.000679694137638063
288.894,0.000679694137638063,,-0.000679694137638063
288.924,-0.06253186066270179,,-0.000679694137638063
288.954,-0.06236193712829227,,-0.000679694137638063
288.983,0.000679694137638063,,-0.000679694137638063
289.013,0.000679694137638063,,-0.000679694137638063
289.043,0.000679694137638063,,-0.000679694137638063
289.072,0.000679694137638063,,-0.000679694137638063
289.102,0.000679694137638063,,-0.000679694137638063
289.132,0.000679694137638063,,-0.000679694137638063
289.161,0.000679694137638063,,-0.000679694137638063
289.191,0.000679694137638063,,-0.000679694137638063
289.221,0.000679694137638063,,-0.000679694137638063
289.25,0.000679694137638063,,-0.000679694137638063
289.28,0.000679694137638063,,-0.000679694137638063
289.309,0.000679694137638063,,-0.000679694137638063
289.339,0.000679694137638063,,-0.000679694137638063
289.369,-0.02344944774851317,,-0.000679694137638063
289.398,-0.023279524214103654,,-0.000679694137638063
289.428,-0.023041631265930316,,-0.000679694137638063
289.458,-0.02283772302463893,,-0.000679694137638063
289.487,-0.02283772302463893,,-0.000679694137638063
289.517,0.0005097706032285472,,-0.000679694137638063
289.547,-0.02141036533559898,,-0.000679694137638063
289.576,-0.021070518266779952,,-0.000679694137638063
289.606,-0.01946838208520453,,-0.000679694137638063
289.635,-0.019371282922684793,,-0.000679694137638063
289.665,-0.019201359388275278,,-0.000679694137638063
289.695,0.0005097706032285472,,-0.000679694137638063
289.724,0.0005097706032285472,,-0.000679694137638063
289.754,-0.009005947323704333,,-0.000679694137638063
289.784,0.0005097706032285472,,-0.000679694137638063
289.813,-0.019711129991503824,,-0.000679694137638063
289.843,-0.019371282922684793,,-0.000679694137638063
289.873,-0.021070518266779952,,-0.000679694137638063
289.902,-0.018011894647408665,,-0.000679694137638063
289.932,-0.02141036533559898,,-0.000679694137638063
289.961,-0.02141036533559898,,-0.000679694137638063
289.991,-0.011214953271028038,,-0.000679694137638063
290.021,-0.011214953271028038,,-0.000679694137638063
290.05,0.0005097706032285472,,-0.000679694137638063
290.08,-0.02225998300764656,,-0.000679694137638063
290.11,-0.020730671197960918,,-0.000679694137638063
290.139,-0.020730671197960918,,-0.000679694137638063
290.169,-0.020730671197960918,,-0.000679694137638063
290.199,0.0005097706032285472,,-0.000679694137638063
290.228,0.0005097706032285472,,-0.000679694137638063
290.258,0.0005097706032285472,,-0.000679694137638063
290.287,-0.020900594732370437,,-0.000679694137638063
290.317,-0.020900594732370437,,-0.000679694137638063
290.347,-0.022939677145284623,,-0.000679694137638063
290.376,-0.018011894647408665,,-0.000679694137638063
290.406,-0.009005947323704333,,-0.000679694137638063
290.436,-0.009005947323704333,,-0.000679694137638063
290.465,-0.009005947323704333,,-0.000679694137638063
290.495,-0.009005947323704333,,-0.000679694137638063
290.525,0.0005097706032285472,,-0.000679694137638063
290.554,-0.018011894647408665,,-0.000679694137638063
290.584,-0.023279524214103654,,-0.000679694137638063
290.614,-0.020900594732370437,,-0.000679694137638063
290.643,-0.020900594732370437,,-0.000679694137638063
290.673,0.0005097706032285472,,-0.000679694137638063
290.702,0.0005097706032285472,,-0.000679694137638063
290.732,0.0005097706032285472,,-0.000679694137638063
290.762,0.0005097706032285472,,-0.000679694137638063
290.791,0.0005097706032285472,,-0.000679694137638063
290.821,-0.009005947323704333,,-0.000679694137638063
290.851,-0.009005947323704333,,-0.000679694137638063
290.88,0.0005097706032285472,,-0.000679694137638063
290.91,0.0005097706032285472,,-0.000679694137638063
290.94,0.0005097706032285472,,-0.000679694137638063
290.969,0.0005097706032285472,,-0.000679694137638063
290.999,0.0005097706032285472,,-0.000679694137638063
291.028,0.0005097706032285472,,-0.000679694137638063
291.058,0.0005097706032285472,,-0.000679694137638063
291.088,0.0005097706032285472,,-0.000679694137638063
291.117,0.0005097706032285472,,-0.000679694137638063
291.147,0.0005097706032285472,,-0.000679694137638063
291.177,0.0005097706032285472,,-0.000679694137638063
291.206,0.0005097706032285472,,-0.000679694137638063
291.236,0.0005097706032285472,,-0.000679694137638063
291.266,0.0005097706032285472,,-0.000679694137638063
291.295,0.0005097706032285472,,-0.000679694137638063
291.325,0.0005097706032285472,,-0.000679694137638063
291.354,0.0005097706032285472,,-0.000679694137638063
291.384,0.0005097706032285472,,-0.000679694137638063
291.414,0.0005097706032285472,,-0.000679694137638063
291.443,0.0005097706032285472,,-0.000679694137638063
291.473,0.0005097706032285472,,-0.000679694137638063
291.503,0.0005097706032285472,,-0.000679694137638063
291.532,0.0005097706032285472,,-0.000679694137638063
291.562,0.0005097706032285472,,-0.000679694137638063
291.592,0.0005097706032285472,,-0.000679694137638063
291.621,0.0005097706032285472,,-0.000679694137638063
291.651,0.0005097706032285472,,-0.000679694137638063
291.68,0.0005097706032285472,,-0.000679694137638063
291.71,0.0005097706032285472,,-0.000679694137638063
