xi,H_um
0.80346,10.1396
0.80403,10.1396
0.80461,10.1396
0.80519,10.1396
0.80577,10.1396
0.80634,10.1396
0.80692,10.1396
0.80750,10.1396
0.80808,10.1396
0.80865,10.1396
0.80923,10.1610
0.80981,10.1610
0.81039,10.1610
0.81096,10.1610
0.81154,10.1610
0.81212,10.1610
0.81270,10.1610
0.81327,10.1610
0.81385,10.1824
0.81443,10.1824
0.81501,10.1824
0.81558,10.1824
0.81616,10.2037
0.81674,10.2037
0.81732,10.2037
0.81789,10.2037
0.81847,10.2037
0.81905,10.2037
0.81962,10.2037
0.82020,10.2037
0.82078,10.2251
0.82136,10.2251
0.82193,10.2251
0.82251,10.2251
0.82309,10.2251
0.82367,10.2251
0.82424,10.2251
0.82482,10.2251
0.82540,10.2465
0.82598,10.2465
0.82655,10.2465
0.82713,10.2465
0.82771,10.2465
0.82829,10.2465
0.82886,10.2678
0.82944,10.2678
0.83002,10.2678
0.83060,10.2678
0.83117,10.2678
0.83175,10.2678
0.83233,10.2678
0.83291,10.2678
0.83348,10.2892
0.83406,10.2892
0.83464,10.4601
0.83522,10.4601
0.83579,10.4388
0.83637,10.4388
0.83695,10.4174
0.83753,10.4174
0.83810,10.3106
0.83868,10.3106
0.83926,10.3319
0.83984,10.3319
0.84041,10.5243
0.84099,10.5243
0.84157,10.5243
0.84215,10.5243
0.84272,10.5243
0.84330,10.5243
0.84388,10.5243
0.84446,10.5243
0.84503,10.5243
0.84561,10.5243
0.84619,10.5243
0.84677,10.5243
0.84734,10.5243
0.84792,10.5243
0.84850,10.5243
0.84908,10.5243
0.84965,10.5243
0.85023,10.5243
0.85081,10.5243
0.85139,10.5243
0.85196,10.5243
0.85254,10.5243
0.85312,10.5243
0.85370,10.5243
0.85427,10.3747
0.85485,10.3747
0.85543,10.3960
0.85600,10.3960
0.85658,10.4174
0.85716,10.4174
0.85774,10.4388
0.85831,10.4388
0.85889,10.4815
0.85947,10.4815
0.86005,10.4388
0.86062,10.4388
0.86120,10.4388
0.86178,10.4388
0.86236,10.4388
0.86293,10.4388
0.86351,10.4601
0.86409,10.4601
0.86467,10.4601
0.86524,10.4601
0.86582,10.4601
0.86640,10.4601
0.86698,10.4601
0.86755,10.4601
0.86813,10.4815
0.86871,10.4815
0.86929,10.4815
0.86986,10.4815
0.87044,10.4815
0.87102,10.4815
0.87160,10.5029
0.87217,10.5029
0.87275,10.5029
0.87333,10.5029
0.87391,10.5243
0.87448,10.5243
0.87506,10.5243
0.87564,10.5243
0.87622,10.5243
0.87679,10.5243
0.87737,10.5456
0.87795,10.5456
0.87853,10.5456
0.87910,10.5456
0.87968,10.5456
0.88026,10.5456
0.88084,10.5456
0.88141,10.5456
0.88199,10.5670
0.88257,10.5670
0.88315,10.5670
0.88372,10.5670
0.88430,10.5884
0.88488,10.5884
0.88546,10.5884
0.88603,10.5884
0.88661,10.5884
0.88719,10.5884
0.88777,10.6097
0.88834,10.6097
0.88892,10.6097
0.88950,10.6097
0.89008,10.6097
0.89065,10.6097
0.89123,10.6311
0.89181,10.6311
0.89239,10.6311
0.89296,10.6311
0.89354,10.6525
0.89412,10.6525
0.89469,10.6525
0.89527,10.6525
0.89585,10.6525
0.89643,10.6525
0.89700,10.6738
0.89758,10.6738
0.89816,10.6738
0.89874,10.6738
0.89931,10.6738
0.89989,10.6738
0.90047,10.6952
0.90105,10.6952
0.90162,10.7166
0.90220,10.7166
0.90278,10.7166
0.90336,10.7166
0.90393,10.7166
0.90451,10.7166
0.90509,10.7379
0.90567,10.7379
0.90624,10.7379
0.90682,10.7379
0.90740,10.7379
0.90798,10.7379
0.90855,10.7593
0.90913,10.7593
0.90971,10.7593
0.91029,10.7593
0.91086,10.7807
0.91144,10.7807
0.91202,10.7807
0.91260,10.7807
0.91317,10.7807
0.91375,10.7807
0.91433,10.8020
0.91491,10.8020
0.91548,10.8020
0.91606,10.8020
0.91664,10.8020
0.91722,10.8020
0.91779,10.8234
0.91837,10.8234
0.91895,10.8448
0.91953,10.8448
0.92010,11.0584
0.92068,11.0584
0.92126,11.0371
0.92184,11.0371
0.92241,10.9943
0.92299,10.9943
0.92472,10.6952
0.92530,10.6952
0.92588,10.7166
0.92646,10.7166
0.92703,11.1225
0.92761,11.1225
0.92819,11.1225
0.92877,11.1225
0.92934,11.1012
0.92992,11.1012
0.93050,11.0584
0.93107,11.0584
0.93165,10.9302
0.93223,10.9302
0.93281,10.9302
0.93338,10.9302
0.93396,11.0584
0.93454,11.0584
0.93512,11.0584
0.93569,11.0584
0.93627,11.1012
0.93685,11.1012
0.93743,11.1225
0.93800,11.1225
0.93858,11.1012
0.93916,11.1012
0.93974,10.9516
0.94031,10.9516
0.94089,10.9730
0.94147,10.9730
0.94205,10.9943
0.94262,10.9943
0.94320,11.0157
0.94378,11.0157
0.94436,11.0371
0.94493,11.0371
0.94551,11.0584
0.94609,11.0584
0.94667,11.0584
0.94724,11.0584
0.94782,11.0584
0.94840,11.0584
0.94898,11.0798
0.94955,11.0798
0.95013,11.0798
0.95071,11.0798
0.95129,11.1012
0.95186,11.1012
0.95244,11.1012
0.95302,11.1012
0.95360,11.1225
0.95417,11.1225
0.95475,11.1225
0.95533,11.1225
0.95591,11.1439
0.95648,11.1439
0.95706,11.1439
0.95764,11.1439
0.95822,11.1653
0.95879,11.1653
0.95937,11.1653
0.95995,11.1653
0.96053,11.1866
0.96110,11.1866
0.96168,11.1866
0.96226,11.1866
0.96284,11.2080
0.96341,11.2080
0.96399,11.2080
0.96457,11.2080
0.96515,11.2294
0.96572,11.2294
0.96630,11.2294
0.96688,11.2294
0.96745,11.2507
0.96803,11.2507
0.96861,11.2507
0.96919,11.2507
0.96976,11.2721
0.97034,11.2721
0.97092,11.2935
0.97150,11.2935
0.97207,11.2935
0.97265,11.2935
0.97323,11.3148
0.97381,11.3148
0.97438,11.3148
0.97496,11.3148
0.97554,11.3148
0.97612,11.3148
0.97669,11.3362
0.97727,11.3362
0.97785,11.3576
0.97843,11.3576
0.97900,11.3576
0.97958,11.3576
0.98016,11.3789
0.98074,11.3789
0.98131,11.3789
0.98189,11.3789
0.98247,11.4003
0.98305,11.4003
0.98362,11.4217
0.98420,11.4217
0.98478,11.4217
0.98536,11.4217
0.98593,11.4430
0.98651,11.4430
0.98709,11.4430
0.98767,11.4430
0.98824,11.4430
0.98882,11.4430
0.98940,11.6994
0.98998,11.6994
0.99055,11.6781
0.99113,11.6781
0.99171,11.6567
0.99229,11.6567
0.99402,11.3362
0.99460,11.3362
0.99517,11.3362
0.99575,11.3362
0.99633,11.7422
0.99691,11.7422
0.99748,11.7422
0.99806,11.7422
0.99864,11.7422
0.99922,11.7422
0.99979,11.7422
1.00037,11.7422
1.00095,11.7422
1.00153,11.7422
1.00210,11.7422
1.00268,11.7422
1.00326,11.7422
1.00384,11.7422
1.00441,11.7422
1.00499,11.7422
1.00557,11.7422
1.00614,11.7422
1.00672,11.7422
1.00730,11.7422
1.00788,11.3362
1.00845,11.3362
1.00903,11.3362
1.00961,11.3362
1.01134,11.6567
1.01192,11.6567
