time_protein,protein,time_soluble_ligand,soluble_ligand,time_complex,complex
58.9468,0.00066,,,53.4331,0.01249
59.0088,0.00066,,,53.4951,0.01249
59.0707,0.00066,,,53.5570,0.01183
59.1327,0.00066,,,53.6190,0.01183
59.1946,0.00066,,,53.6809,0.01183
59.2566,0.00066,,,53.7429,0.01183
59.3185,0.00066,,,53.8049,0.01117
59.3805,0.00066,,,53.8668,0.01117
59.4424,0.00066,,,53.9288,0.01117
59.5044,0.00066,,,53.9907,0.01117
59.5663,0.00066,,,54.0527,0.01117
59.6283,0.00066,,,54.1146,0.01117
59.6902,0.00066,,,54.1766,0.01117
59.7522,0.00066,,,54.2385,0.01117
59.8141,0.00066,,,54.3005,0.01117
59.8761,0.00066,,,54.3624,0.01117
59.9380,0.00066,,,54.4244,0.01117
,,,,54.4863,0.01117
,,,,54.5483,0.01117
,,,,54.6102,0.01117
,,,,54.6722,0.01117
,,,,54.7341,0.01051
,,,,54.7961,0.01051
,,,,54.8580,0.01051
,,,,54.9200,0.01051
,,,,54.9819,0.01051
,,,,55.0439,0.00986
,,,,55.1058,0.00986
,,,,55.1678,0.00986
,,,,55.2297,0.00986
,,,,55.2917,0.00986
,,,,55.3536,0.00986
,,,,55.4156,0.00986
,,,,55.4775,0.00986
,,,,55.5395,0.00986
,,,,55.6014,0.00986
,,,,55.6634,0.00986
,,,,55.7253,0.00986
,,,,55.7873,0.00986
,,,,55.8493,0.00986
,,,,55.9112,0.00986
,,,,55.9732,0.00986
,,,,56.0351,0.00986
,,,,56.0971,0.00920
,,,,56.1590,0.00920
,,,,56.2210,0.00920
,,,,56.2829,0.00920
,,,,56.3449,0.00920
,,,,56.4068,0.00854
,,,,56.4688,0.00854
,,,,56.5307,0.00854
,,,,56.5927,0.00854
,,,,56.6546,0.00854
,,,,56.7166,0.00854
,,,,56.7785,0.00854
,,,,56.8405,0.00854
,,,,56.9024,0.00854
,,,,56.9644,0.00854
,,,,57.0263,0.00854
,,,,57.0883,0.00854
,,,,57.1502,0.00854
,,,,57.2122,0.00854
,,,,57.2741,0.00854
,,,,57.3361,0.00854
,,,,57.3980,0.00854
,,,,57.4600,0.00854
,,,,57.5219,0.00854
,,,,57.5839,0.00854
,,,,57.6458,0.00789
,,,,57.7078,0.00789
,,,,57.7697,0.00789
,,,,57.8317,0.00789
,,,,57.8936,0.00789
,,,,57.9556,0.00789
,,,,58.0176,0.00723
,,,,58.0795,0.00723
,,,,58.1415,0.00723
,,,,58.2034,0.00723
,,,,58.2654,0.00723
,,,,58.3273,0.00723
,,,,58.3893,0.00723
,,,,58.4512,0.00723
,,,,58.5132,0.00723
,,,,58.5751,0.00723
,,,,58.6371,0.00723
,,,,58.6990,0.00723
,,,,58.7610,0.00723
,,,,58.8229,0.00723
,,,,58.8849,0.00723
,,,,58.9468,0.00723
,,,,59.0088,0.00723
,,,,59.0707,0.00723
,,,,59.1327,0.00723
,,,,59.1946,0.00723
,,,,59.2566,0.00723
,,,,59.3185,0.00723
,,,,59.3805,0.00723
,,,,59.4424,0.00657
,,,,59.5044,0.00657
,,,,59.5663,0.00657
,,,,59.6283,0.00657
,,,,59.6902,0.00657
,,,,59.7522,0.00657
,,,,59.8141,0.00657
,,,,59.8761,0.00591
,,,,59.9380,0.00591
